Coments_norm,Polaridade,Estrelas,Classificacao_estrelas
restaurant specializing seafood fair prices offers family lunch day fish salad rice beach tent ponta negra horrible one able eat properly priced restaurant cameroon ate comfort quality super attentive waiters,neutro,5,positivo
third trip christmas visited cameroon restaurant previously considered better know time disappointed changed lot menu inventing recipes new ingredients like say anything dish went back day ordered different impression times even got sick say food experience ended,negativo,3,neutro
doubts best restaurant christmas service 5 stars wonderful food divine must know doubts best restaurants end trip would like go hungry bring trip definitely back,negativo,5,positivo
restaurant full menu lots options well located go christmas visit,neutro,5,positivo
excellent restaurant husband christmas last week 2 days shrimps good excellent service givenilson think name employee served excellent service super recommended,positivo,5,positivo
love restaurant variety dishes excellent service delicious food well served dishes two people serve three,positivo,5,positivo
well made food fair price ordered starter pastry coalho cheese main course ordered crispy breaded shrimp quinoa risotto brie cheese apricot sauce red fruit sauce well served portion two people delicious large room divides noise ensuring quiet meal recommend tangerine soda lots taste bergamot sweet,positivo,5,positivo
incredible place first class service deserve stars earned back thousand times congratulations restaurant camaroes natal,positivo,5,positivo
list main dishes shrimp tried restaurant days wonderful starters tried breaded shrimp catupiry ceviche also essential super fair price,positivo,4,positivo
ate breaded shrimp tapioca risotto pumpkin mineiros simply divine dish two ate three unbelievable abundance low cost r9800 quality delivery excellent service free parking inconvenience depending day time wait long discredit wonderful experience,positivo,5,positivo
restaurant tasty food good service recommend arriving early avoid waiting line still wait tickets enjoy worth,positivo,5,positivo
wonderful cozy place delicious food fair price impeccable service attentive waiters stayed city 5 days three tried several dishes loved,positivo,5,positivo
love restaurant asked chef suggestions everything balanced delicious service good prices fair also offered wellexecuted drinks,positivo,5,positivo
incredible restaurant believed food arrived table refined delicious cheap offer super recommend amazing food,positivo,5,positivo
wonderful service made reservation agenda website order arrived less 15 minutes beautiful environment full details food came hot shrimps delicious never eaten like,positivo,5,positivo
everything perfect delicious food beautiful restaurant cozy chic best price christmas,positivo,5,positivo
restaurant day 270922 arrived early recommend arriving early great tip avoid waiting table waiter extremely friendly efficient tried risotto brie breaded shrimp quinoa red fruit reduction extremely surprised flavor applause dessert also tried cocada maria beautiful amazed extremely uncomfortable receptionist restaurant know faced entrance exit including already establishment continued staring front window unpleasant restaurant liked,negativo,4,positivo
despite waiting 50 minutes warned got password complaints incredible local restaurant super attentive staff attentive need beg attention super connected tables weights came quickly right problems visit super recommend,negativo,5,positivo
